Tipo,Descripcion_alimento,Type_EN,Food_description_EN,Nombre_cientifico,Porcion_comestible_pct,Energia_kJ,Energia_kcal,Humedad_g,Cenizas_g,Extracto_etereo_g,AGS_g,AGMI_g,AGPI_g,Colesterol_mg,Proteina_bruta_g,Hidratos_carbono_g,Azucares_g,Fibra_bruta_g,Fibra_DT_g,Fibra_D_Insol_g,Ca_mg,P_mg,Fe_mg,Na_mg,K_mg,Mg_mg,Cu_mg,Zn_mg,Mn_mg,Se_mg,Li_mg,VitA_UI,VitA_ug_RAE,Carotenos_mg,Bcarotenos_mg,VitB1_mg,VitB2_mg,Niacina_mg,Ac_ascorbico_mg,VitB6_mg,VitB12_ug,Acido_folico_ug,Folato_ug_DFE,VitD_ug
"AZÚCARES, MIELES Y DULCES","Gelatina, sin sabor","SUGAR, HONEY AND CANDY",Geatine aore,,1.00,352.00,84.20,79.40,0.30,0.60,*,*,*,*,3.60,16.10,*,*,*,*,*,*,*,68.76,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Gelatina, sin sabor en polvo","SUGAR, HONEY AND CANDY",Geatine aore,,1.00,1568.00,373.30,0.80,0.75,0.55,*,0.00,0.00,*,90.99,91.60,86.04,0.10,0.00,*,3.00,< 49.42,0.13,466.00,7.00,2.00,0.12,0.01,0.01,0.01,*,0.00,*,*,*,0.00,0.04,0.01,0.00,0.00,0.00,0.00,3.00,0.00
"AZÚCARES, MIELES Y DULCES","Gelatina, tricolor","SUGAR, HONEY AND CANDY","Gelatine, three-colored",,1.00,396.50,83.90,78.90,0.50,0.30,*,*,*,*,3.90,16.40,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Guayaba, conserva","SUGAR, HONEY AND CANDY","Guava, preserve",,1.00,971.00,232.00,40.00,0.20,1.10,*,*,*,*,1.50,57.20,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Jalea, conserva","SUGAR, HONEY AND CANDY","Jelly, preserve",,1.00,1115.00,266.00,29.77,0.12,0.02,0.01,0.00,0.00,0.00,0.15,69.95,51.22,*,1.00,*,7.00,6.00,1.30,30.00,54.00,6.00,0.01,0.03,0.13,0.00,*,5.00,*,*,*,0.00,0.03,0.04,0.90,0.02,0.00,0.00,2.00,0.00
"AZÚCARES, MIELES Y DULCES",aea membrio,"SUGAR, HONEY AND CANDY","Jelly, quince",,1.00,1187.00,282.00,37.30,0.20,0.07,*,*,*,*,0.40,68.29,*,2.80,*,*,15.00,15.00,2.93,*,*,*,*,*,*,*,*,*,*,0.00,*,0.00,0.01,0.05,3.80,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Jalea, naranja","SUGAR, HONEY AND CANDY","Jelly, orange",,1.00,972.00,232.00,25.20,0.20,0.09,*,*,*,*,0.22,59.12,*,15.64,*,*,18.00,7.00,2.20,*,*,*,*,*,*,*,*,*,*,*,0.00,0.04,0.02,0.16,27.40,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES",Mermeaa camote con ia,"SUGAR, HONEY AND CANDY",am eet otato it ineae,,1.00,1222.00,292.00,24.20,0.40,0.50,*,*,*,*,0.10,74.30,*,0.50,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES",Mermeaa cabacano,"SUGAR, HONEY AND CANDY",am aricot,,1.00,1151.00,275.00,28.70,0.40,0.36,0.01,0.00,0.00,0.00,0.50,69.74,43.40,0.30,0.30,*,20.00,13.00,0.49,40.00,77.00,4.00,0.10,0.06,0.04,0.00,*,205.00,14.00,*,0.02,0.01,0.04,0.30,5.00,0.02,0.00,0.00,1.00,0.00
"AZÚCARES, MIELES Y DULCES",Mermeaa conera,"SUGAR, HONEY AND CANDY",am reere,,1.00,1042.00,249.00,34.60,0.40,0.20,0.01,0.04,0.00,0.00,0.30,63.60,48.50,0.90,1.10,*,20.00,19.00,0.49,32.00,77.00,4.00,0.10,0.06,0.04,0.00,*,0.00,*,0.05,*,0.02,0.08,0.04,8.80,0.02,0.00,0.00,11.00,0.00
"AZÚCARES, MIELES Y DULCES",Mermeaa rano,"SUGAR, HONEY AND CANDY",am eac,,1.00,1067.00,255.00,34.50,0.20,0.80,*,*,*,*,0.10,64.00,*,0.40,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES",Mermeaa rambea,"SUGAR, HONEY AND CANDY",am raberr,,1.00,1158.00,277.00,27.30,0.30,0.25,*,*,*,*,0.50,70.45,*,1.20,*,*,19.00,15.00,1.92,*,*,*,*,*,*,*,*,*,*,*,0.00,0.01,0.06,0.23,5.40,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES",Mermeaa rea,"SUGAR, HONEY AND CANDY",am traberr,,1.00,1098.00,263.00,31.83,0.30,0.45,*,*,*,*,0.40,65.80,*,0.43,1.20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES",Mermeaa rta,"SUGAR, HONEY AND CANDY",am rit,,1.00,2138.00,511.00,1.10,1.30,27.20,*,*,*,*,15.40,53.00,69.00,2.00,*,*,24.00,18.00,1.50,16.00,110.00,10.00,0.23,*,*,*,*,*,*,*,*,0.00,*,*,10.00,*,0.00,*,*,*
"AZÚCARES, MIELES Y DULCES",Mermeaa aaba,"SUGAR, HONEY AND CANDY",am aa,,1.00,*,*,30.70,0.40,0.07,*,*,*,*,0.25,*,*,*,*,*,*,9.00,0.60,*,*,*,*,*,*,*,*,*,*,*,0.01,0.01,0.01,0.63,36.30,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES",Mermeaa manana,"SUGAR, HONEY AND CANDY",am ae,,1.00,*,*,37.10,*,0.08,*,*,*,*,0.44,*,*,21.40,*,*,10.00,3.00,2.78,*,*,*,*,*,*,*,*,*,*,*,0.00,0.01,0.01,0.10,3.20,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES",Mermeaa narana,"SUGAR, HONEY AND CANDY",am orane,,1.00,958.00,229.00,20.70,0.50,0.39,0.00,0.00,0.00,0.00,0.81,57.45,60.00,20.15,0.70,*,53.00,11.00,1.95,56.00,37.00,2.00,0.09,0.04,0.02,0.00,*,62.00,3.00,*,0.01,0.06,0.04,0.20,14.90,0.02,0.00,0.00,9.00,0.00
"AZÚCARES, MIELES Y DULCES",Mermeaa ia,"SUGAR, HONEY AND CANDY",am ineae,,1.00,1594.00,381.00,28.80,0.40,0.60,*,*,*,*,0.20,69.80,*,0.20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES",Mermeaa aramora,"SUGAR, HONEY AND CANDY",am bacberr,,1.00,1082.00,259.00,28.40,0.50,0.20,*,*,*,*,1.19,65.13,*,4.58,*,*,37.00,29.00,7.14,*,*,*,*,*,*,*,*,*,*,*,0.00,0.02,0.06,0.28,4.00,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Miel, con polen y jalea real","SUGAR, HONEY AND CANDY",one it bee propolis snd royal jelly,,1.00,1590.00,380.30,7.90,0.40,2.70,*,*,*,*,3.20,85.80,*,*,*,*,17.87,,4.26,3.19,104.65,9.02,0.00,1.11,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Miel, de abeja","SUGAR, HONEY AND CANDY","Honey, honey",,1.00,1406.00,336.00,16.84,0.15,0.48,0.00,0.00,0.00,0.00,0.27,86.27,82.12,0.03,0.20,*,6.00,4.00,0.42,4.00,52.00,2.00,0.04,0.22,0.08,0.00,*,0.00,*,0.00,*,0.00,0.04,0.12,0.50,0.02,0.00,0.00,2.00,0.00
"AZÚCARES, MIELES Y DULCES","Miel, de abeja 100% natural","SUGAR, HONEY AND CANDY","Honey, 100% natural honeybee",,1.00,986.70,232.20,42.50,0.20,0.60,*,*,*,*,0.30,56.40,*,*,*,*,*,*,8.32,1.34,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Miel, de abeja con bambiia","SUGAR, HONEY AND CANDY",one it bambiia,,1.00,1468.00,351.00,12.30,0.20,0.00,*,*,*,*,0.80,86.80,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Miel, de abeja con jalea real","SUGAR, HONEY AND CANDY","Honey, royal jelly",,1.00,1347.00,322.00,17.00,0.20,0.30,*,*,*,*,1.10,81.30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES",Mie e caa,"SUGAR, HONEY AND CANDY",one moae,,1.00,1192.00,285.00,25.20,1.50,0.20,0.00,*,*,0.00,0.50,72.60,*,*,*,*,70.00,42.00,1.20,*,425.00,*,*,*,*,*,*,*,*,*,*,0.02,0.06,0.40,3.00,,*,*,*,*
"AZÚCARES, MIELES Y DULCES",Mie e mae,"SUGAR, HONEY AND CANDY",one mae ice,,1.00,1189.00,282.00,24.97,2.68,0.67,*,*,*,*,2.24,68.53,*,0.10,*,*,28.63,110.19,0.78,*,732.81,40.88,0.11,0.46,*,*,*,42.12,*,*,*,0.32,0.00,,11.77,,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Miel, de plátano","SUGAR, HONEY AND CANDY","Honey, banana",,1.00,941.00,225.00,38.20,3.70,0.00,*,*,*,*,1.44,56.66,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Miel, jarabe con propoleo y eucalipto","SUGAR, HONEY AND CANDY","Honey, propolis and eucalyptus syrup",,1.00,1320.00,315.00,18.80,0.10,0.30,*,*,*,*,0.20,80.60,*,0.00,*,*,*,*,*,1.87,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES",Niee imn,"SUGAR, HONEY AND CANDY",Serbert emon,,1.00,293.00,70.00,81.60,0.10,0.10,0.00,*,*,0.00,0.00,18.00,*,0.20,0.00,*,2.00,1.00,0.70,22.00,3.00,1.00,,0.02,*,*,*,*,*,*,*,0.00,0.00,0.01,0.65,0.00,0.00,0.00,0.00,*
"AZÚCARES, MIELES Y DULCES",Ne araiaa,"SUGAR, HONEY AND CANDY","Pecan, candied",,1.00,2261.00,612.00,1.10,1.00,45.40,4.20,*,*,8.00,7.50,43.50,34.00,1.40,2.00,*,10.00,*,2.40,2.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Nuez, palanqueta","SUGAR, HONEY AND CANDY","Pecan, brittle",,1.00,2272.00,543.00,2.40,1.00,35.70,2.80,*,*,0.00,7.10,48.50,41.00,5.30,1.40,*,150.00,*,0.90,30.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Sustituto de Azúcar, in caoría Aartame","SUGAR, HONEY AND CANDY","Sugar Substitute, no caorie Aartame",,1.00,1712.00,409.67,0.10,1.36,0.00,*,*,*,*,1.51,97.03,*,0.00,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"AZÚCARES, MIELES Y DULCES","Sustituto de Azúcar, in caoría Scraoa","SUGAR, HONEY AND CANDY","Sugar Substitute, no caorie Scraoe",,1.00,1546.00,377.42,9.20,0.61,0.00,*,*,*,*,1.37,88.82,*,0.00,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ALIMENTOS INFANTILES,Cereal,FOOD FOR CHILDREN,Cereal,,1.00,1552.00,371.00,5.52,2.06,1.09,*,*,*,*,12.78,77.56,*,0.28,8.30,*,350.00,290.00,18.31,440.00,330.00,*,0.29,1.30,*,*,*,*,210.00,*,*,0.55,1.20,8.00,65.00,*,0.00,19.00,*,*
ALIMENTOS INFANTILES,"Cereal, arroz para papilla",FOOD FOR CHILDREN,"Cereal, rice for baby food",,1.00,1648.00,394.00,5.70,0.50,1.60,0.92,1.26,2.02,0.00,3.20,88.50,0.12,0.50,0.50,*,850.00,590.00,47.50,6.00,385.00,206.00,0.33,1.98,*,0.01,*,0.00,0.00,*,*,2.64,2.22,31.24,2.40,0.48,0.00,0.00,24.00,0.00
ALIMENTOS INFANTILES,"Cereal, avena-plátano",FOOD FOR CHILDREN,Cerea oatmea banana,,1.00,1766.00,422.00,79.50,0.20,0.30,*,*,*,*,1.10,18.90,*,0.00,5.20,*,585.00,390.00,15.00,285.00,430.00,*,*,10.00,*,*,*,*,750.00,*,*,0.90,*,4.80,80.00,0.50,*,*,0.90,*
ALIMENTOS INFANTILES,Cerea mito tano,FOOD FOR CHILDREN,Cerea mie it banana,,1.00,347.00,83.00,1.20,3.80,7.30,0.85,1.22,1.73,0.00,10.90,75.80,6.68,1.00,7.80,*,696.00,367.00,47.50,0.00,668.00,90.00,0.26,1.40,*,0.02,*,125.00,6.00,*,*,3.78,3.56,20.56,3.60,0.41,0.24,0.00,17.00,0.00
ALIMENTOS INFANTILES,aia comia con carne de pollo con vegetales,FOOD FOR CHILDREN,"Strained, chicken vegetables dinner",,1.00,281.00,66.4,84.70,0.70,1.60,0.46,0.63,0.39,28.00,4.90,8.10,0.82,0.00,0.60,*,11.00,42.00,0.40,235.00,95.00,10.00,*,0.41,*,0.00,*,1950.00,98.00,*,*,0.04,0.05,1.23,1.70,0.06,0.14,4.00,12.00,0.00
ALIMENTOS INFANTILES,aia comia con carne de res con vegetales,FOOD FOR CHILDREN,"Strained, beff vegetables dinner",,1.00,282.70,66.60,84.60,0.50,1.40,1.03,1.01,0.14,6.00,5.70,7.80,*,0.00,2.20,*,17.00,45.00,0.58,19.00,158.00,15.00,*,0.56,*,*,*,*,146.00,*,*,0.03,0.05,0.83,0.00,0.07,0.18,0.00,8.00,*
ALIMENTOS INFANTILES,"Papilla, ejotes con amn coao",FOOD FOR CHILDREN,"Strained, green beans it am traine",,1.00,255.00,61.00,85.90,0.60,1.80,*,*,*,*,2.00,9.10,*,0.60,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ALIMENTOS INFANTILES,"aia rma a bae de carne, picado",FOOD FOR CHILDREN,Straine meatbae orma ice,,1.00,623.00,149.00,72.30,1.40,8.70,1.18,0.95,0.16,51.00,8.00,9.60,0.00,0.00,0.00,*,5.00,93.00,0.98,41.00,187.00,11.00,0.15,2.22,0.04,0.00,*,0.00,0.00,*,*,0.01,0.14,2.50,2.10,0.04,1.26,0.00,8.00,0.40
ALIMENTOS INFANTILES,aia amn con vegetales,FOOD FOR CHILDREN,Straine am it vegetables,,1.00,276.20,65.10,85.40,0.70,1.90,0.48,0.81,0.45,3.00,5.20,6.50,0.99,0.00,2.50,2.50,14.00,33.00,0.24,45.00,97.00,8.00,0.03,0.30,0.07,0.00,*,2872.00,144.00,*,*,0.03,0.04,0.51,1.10,0.05,0.03,0.00,8.00,0.00
ALIMENTOS INFANTILES,"aia amn eetae cereal, picado",FOOD FOR CHILDREN,"Straine am eetabe cereal, diced",,1.00,368.00,88.00,81.60,0.50,3.40,*,*,*,*,5.00,9.30,*,0.20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ALIMENTOS INFANTILES,aia macarrn carne tocino tomate coao,FOOD FOR CHILDREN,Straine macaroni meat bacon an tomato traine,,1.00,318.00,76.00,83.30,0.70,2.70,0.49,0.59,0.19,7.00,1.90,11.10,2.09,0.30,1.20,*,17.00,39.00,0.46,38.00,112.00,12.00,0.05,0.54,0.13,0.01,*,878.00,44.00,*,*,0.04,0.04,0.72,0.30,0.06,0.15,4.00,12.00,0.00
ALIMENTOS INFANTILES,"Papilla, pollo con vegetales",FOOD FOR CHILDREN,"Strained, chicken it eetabe",,1.00,247.00,59.00,86.90,0.48,1.73,0.50,0.71,0.37,11.00,2.47,8.42,*,*,2.12,1.39,27.00,47.00,0.53,24.00,158.00,14.00,,0.48,*,*,*,*,207.00,*,*,0.03,0.05,0.72,0.00,0.07,0.01,0.00,5.00,*
ALIMENTOS INFANTILES,"Papilla, pollo, vegetales, cereal, picado",FOOD FOR CHILDREN,"Strained, chicken, vegetables, cereal, diced",,1.00,297.00,71.00,84.70,0.50,2.30,*,*,*,*,5.50,7.00,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ALIMENTOS INFANTILES,"Papilla, res con vegetales",FOOD FOR CHILDREN,"Strained, beef it eetabe",,1.00,402.00,96.00,84.30,0.38,6.93,2.84,3.12,0.90,12.00,2.03,6.36,2.16,*,3.40,3.40,19.00,24.00,0.33,38.00,127.00,15.00,0.04,0.35,0.01,0.00,*,4436.00,222.00,*,*,0.03,0.06,0.07,0.00,0.08,0.09,0.00,11.00,0.00
ALIMENTOS INFANTILES,"Papilla, sopa con pavo",FOOD FOR CHILDREN,"Strained, turkey soup",,1.00,240.70,56.70,86.50,0.70,1.70,0.28,0.43,0.90,4.00,1.60,9.20,*,0.00,1.69,1.45,37.00,24.00,0.27,16.00,66.00,5.00,*,0.22,*,*,*,*,69.00,*,*,0.02,0.03,0.29,1.00,0.04,0.12,0.00,5.00,*
ALIMENTOS INFANTILES,"Papilla, vegetales, carne de res, picado",FOOD FOR CHILDREN,"Strained, vegetables, beef, diced",,1.00,414.00,99.00,80.70,0.40,4.80,1.37,1.29,0.30,7.00,6.60,7.30,2.34,0.20,1.30,*,17.00,33.00,0.35,31.00,145.00,10.00,0.03,0.38,0.11,0.00,*,4926.00,246.00,*,*,0.01,0.05,0.79,0.20,0.06,0.33,3.00,7.00,0.00
ALIMENTOS INFANTILES,"Papilla, vegetales, tocino, colado",FOOD FOR CHILDREN,"Strained, vegetables, bacon, strained",,1.00,276.00,66.00,87.10,1.30,3.40,*,*,*,*,1.60,7.30,*,0.30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ALIMENTOS INFANTILES,"Papilla, zanahoria con jugo de naranja, picado",FOOD FOR CHILDREN,"Straine carrot it orange juice, diced",,1.00,406.00,97.00,75.40,0.20,0.00,*,*,*,*,0.30,23.90,*,0.20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ALIMENTOS INFANTILES,"Papilla, zanahoria, colada",FOOD FOR CHILDREN,"Strained, carrot, strained",,1.00,134.00,32.00,91.00,0.20,0.00,0.05,0.01,0.15,0.00,0.70,7.40,2.50,0.70,2.30,*,19.00,21.00,0.20,48.00,129.00,6.00,0.08,0.20,*,0.00,*,14710.00,736.00,*,*,0.02,0.03,0.25,0.70,0.05,0.00,0.00,7.00,0.00
ADEREZO,"Mayonesa, para ensalada",DRESSINGS,"Mayonnaise, for salads",,1.00,2938.00,702.00,16.00,1.48,75.75,11.70,16.84,44.69,42.00,1.51,2.86,1.84,*,0.00,*,8.00,21.00,0.40,635.00,20.00,1.00,0.03,0.15,*,*,*,65.00,16.00,*,*,0.01,0.02,0.00,0.00,0.01,0.12,14.00,5.00,0.20
ADEREZO,"Mayonesa, artesanal",DRESSINGS,Maonnaie anmae,,1.00,3291.00,787.00,12.40,1.71,82.43,12.54,*,18.49,42.00,3.29,0.17,0.00,*,0.00,*,8.00,21.00,0.21,557.87,20.00,1.00,0.03,0.15,*,*,*,65.00,16.00,*,*,0.01,0.02,0.00,0.00,0.01,0.12,0.00,5.00,0.20
ADEREZO,"Aderezo, para ensalada",DRESSINGS,"Dressing, for salads",,1.00,1757.00,420.00,39.60,2.25,39.10,4.90,9.00,18.00,26.00,0.75,18.30,6.40,*,0.00,*,14.00,26.00,0.20,711.00,9.00,2.00,*,0.18,*,*,*,220.00,21.00,*,*,0.01,0.02,0.00,0.00,0.02,0.21,0.00,6.00,0.01
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Aa minera,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,ater minera,,1.00,50.00,12.40,99.90,0.10,0.05,0.00,0.00,0.00,0.00,0.00,0.00,3.00,*,0.00,*,3.83,0.00,0.83,7.04,2.60,1.93,0.00,0.25,*,*,*,105.00,32.00,*,*,0.00,0.00,0.84,12.70,0.08,*,*,14.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Agua, quina",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Water, tonic",,1.00,96.00,22.60,91.10,0.10,0.20,0.00,0.00,0.00,0.00,0.00,8.80,5.40,*,0.00,*,1.00,0.00,0.01,12.00,0.00,0.00,0.01,0.10,0.00,0.00,*,0.00,*,*,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Bebida, nutricional sabor mano/ia coaa",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,eerae ntritiona ia coaaaore,,1.00,218.00,52.00,86.35,0.20,0.50,0.00,*,*,0.00,0.90,11.45,7.35,0.10,0.00,*,41.00,*,0.12,29.00,24.00,*,*,*,*,*,*,724.55,*,*,*,0.13,0.16,0.82,11.07,*,0.24,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Bebida, de fruta líquida anaoria narana aaa/ manana ia/imn",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage, fruit & vegetable drink orange, carrot and papaya juice",,1.00,148.00,35.00,91.36,0.20,0.20,0.00,0.00,0.00,0.00,0.24,8.07,2.10,0.10,0.00,*,3.00,2.00,0.04,4.15,19.00,1.00,*,0.01,*,*,*,2083.00,104.00,*,*,0.00,0.00,0.02,32.50,0.01,0.00,*,0.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Bebida, de fruta con aicin e abor",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage, fruit containing ae aor",,1.00,28.44,6.81,92.60,0.08,0.08,0.01,0.00,0.00,0.00,0.01,7.25,9.23,*,0.00,*,5.33,0.00,0.05,11.04,6.28,0.61,*,0.02,*,*,*,0.00,0.00,*,*,0.00,0.00,0.00,0.00,0.00,0.00,*,0.00,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Bebida, durazno- manonarana",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage, fruit peach mano orane rin",,1.00,196.20,46.20,89.00,0.10,0.60,*,*,*,*,0.10,10.10,8.60,0.10,0.00,*,3.77,*,0.00,41.78,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14.10,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Bebida, energética itaminica",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage, energetic and itaminenrice",,1.00,368.00,88.00,77.80,0.20,0.00,0.00,0.00,0.00,0.00,0.00,22.00,11.25,,0.00,*,8.13,0.00,0.83,11.32,21.09,4.84,0.00,0.25,0.00,0.00,*,0.00,*,*,0.00,0.00,0.71,8.33,0.00,0.00,2.50,0.00,0.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Bebida, enriquecida con proteína de soya",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage, soybean protein-enriched, drink",,1.00,1040.00,248.50,88.10,0.20,0.80,*,*,*,*,0.60,10.30,*,*,*,*,4.03,*,0.47,8.82,32.38,2.27,0.00,0.00,*,*,*,0.00,*,*,*,*,*,*,18.03,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,ebia iratante/ rehidratante,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage, hydrating",,1.00,113.00,27.00,93.20,0.10,0.00,0.00,0.00,0.00,0.00,0.00,6.70,0.00,*,0.00,*,1.21,9.00,0.83,25.13,14.13,0.25,0.00,0.25,*,*,*,0.00,0.00,*,*,0.00,0.00,0.00,6.30,0.00,0.00,0.00,0.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"ebia iotnica baa en sodio, varios sabores",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,eerae iotonic o in oim ierent aor,,1.00,96.37,23.06,93.64,0.15,0.00,0.00,0.00,0.00,0.00,0.00,6.21,5.13,0.00,0.00,*,3.52,10.00,0.00,45.96,12.70,0.46,0.00,0.00,*,*,*,0.00,0.00,*,*,0.01,0.00,0.22,0.40,0.02,0.00,*,0.00,0.00
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Bebida, hidratante",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage, hydrating",,1.00,117.00,28.00,92.80,0.20,0.00,*,*,*,*,0.00,7.00,*,*,*,*,8.16,*,0.83,25.52,23.58,2.85,0.00,0.25,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Bebida, hidratante energética",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage, energetic hydrating",,1.00,142.00,34.00,91.40,0.10,0.00,*,*,*,*,0.00,8.50,*,*,*,*,4.35,*,0.83,11.21,22.32,4.69,0.00,0.25,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,ebia abor ca moa,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage, coffee moccaaore",,1.00,326.60,77.00,83.40,0.60,2.60,*,*,*,*,2.50,10.90,10.10,*,*,*,426.43,*,0.01,41.88,74.85,5.63,0.01,0.20,*,*,*,47.93,*,*,*,*,*,*,*,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,"Bebida, sabor chocolate",ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beverage, chocolate aor",,1.00,334.00,83.50,82.30,0.70,3.10,1.87,0.82,0.21,10.00,2.90,11.20,10.20,*,0.40,*,759.00,109.00,0.14,74.66,131.91,12.67,0.06,0.40,*,*,*,50.83,*,*,*,0.29,0.48,4.16,12.00,0.38,0.42,*,5.00,3.10
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,ebia aaramora,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Blackberry , fruit grape - blackberry drink",,1.00,192.40,45.50,89.20,0.10,0.50,*,*,*,*,0.10,10.10,8.20,0.00,0.00,*,4.80,*,0.00,16.31,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.00,*,*,*,*,*
BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,Cerea emboteaa,ALCOHOLIC AND NON- ALCOHOLIC BEVERAGES,"Beer, bottled",,1.00,185.00,44.00,95.57,0.10,0.25,0.00,0.00,0.00,0.00,0.23,3.87,1.30,0.10,0.00,*,4.00,14.00,0.02,1.00,27.00,6.00,0.01,0.01,0.01,0.00,*,0.00,*,0.00,0.00,0.01,0.03,0.51,0.00,0.05,0.02,0.00,6.00,0.00
